timestamp,cpu_util_experiment-baseline-with-latency-6-node-instance-2,io_read_experiment-baseline-with-latency-6-node-instance-2,io_write_experiment-baseline-with-latency-6-node-instance-2,iops_read_experiment-baseline-with-latency-6-node-instance-2,iops_write_experiment-baseline-with-latency-6-node-instance-2,cpu_util_experiment-baseline-with-latency-6-node-instance-6,io_read_experiment-baseline-with-latency-6-node-instance-6,io_write_experiment-baseline-with-latency-6-node-instance-6,iops_read_experiment-baseline-with-latency-6-node-instance-6,iops_write_experiment-baseline-with-latency-6-node-instance-6,cpu_util_experiment-baseline-with-latency-6-node-instance-4,io_read_experiment-baseline-with-latency-6-node-instance-4,io_write_experiment-baseline-with-latency-6-node-instance-4,iops_read_experiment-baseline-with-latency-6-node-instance-4,iops_write_experiment-baseline-with-latency-6-node-instance-4,cpu_util_experiment-baseline-with-latency-6-node-instance-3,io_read_experiment-baseline-with-latency-6-node-instance-3,io_write_experiment-baseline-with-latency-6-node-instance-3,iops_read_experiment-baseline-with-latency-6-node-instance-3,iops_write_experiment-baseline-with-latency-6-node-instance-3,cpu_util_experiment-baseline-with-latency-6-node-instance-1,io_read_experiment-baseline-with-latency-6-node-instance-1,io_write_experiment-baseline-with-latency-6-node-instance-1,iops_read_experiment-baseline-with-latency-6-node-instance-1,iops_write_experiment-baseline-with-latency-6-node-instance-1,cpu_util_experiment-baseline-with-latency-6-node-instance-5,io_read_experiment-baseline-with-latency-6-node-instance-5,io_write_experiment-baseline-with-latency-6-node-instance-5,iops_read_experiment-baseline-with-latency-6-node-instance-5,iops_write_experiment-baseline-with-latency-6-node-instance-5,cpu_util_experiment-baseline-with-latency-6-central-server,io_read_experiment-baseline-with-latency-6-central-server,io_write_experiment-baseline-with-latency-6-central-server,iops_read_experiment-baseline-with-latency-6-central-server,iops_write_experiment-baseline-with-latency-6-central-server,cpu_util_experiment-baseline-with-latency-6-client-instance,io_read_experiment-baseline-with-latency-6-client-instance,io_write_experiment-baseline-with-latency-6-client-instance,iops_read_experiment-baseline-with-latency-6-client-instance,iops_write_experiment-baseline-with-latency-6-client-instance,cpu_util_experiment-baseline-with-latency-6-test-orchestrator,io_read_experiment-baseline-with-latency-6-test-orchestrator,io_write_experiment-baseline-with-latency-6-test-orchestrator,iops_read_experiment-baseline-with-latency-6-test-orchestrator,iops_write_experiment-baseline-with-latency-6-test-orchestrator
2021-09-29 10:37:00,0.006204502017331018,0.0,0.0,0.0,0.0,0.0012354337310460058,0.0,0.0,0.0,0.0,0.002243296130939143,0.0,0.0,0.0,0.0,0.007365353753216652,0.0,0.0,0.0,0.0,0.001737951198777902,0.0,0.0,0.0,0.0,0.0016929097989887508,0.0,0.0,0.0,0.0,0.010801448835501996,0.0,0.0,0.0,0.0,0.010029105179092805,0.0,0.0,0.0,0.0,0.0024152086598171253,0.0,0.0,0.0,0.0
2021-09-29 10:36:00,0.0015644441233021666,0.0,0.0,0.0,0.0,0.0013788180442422988,0.0,0.0,0.0,0.0,0.0018614384664289217,0.0,0.0,0.0,0.0,0.0030164211884008787,0.0,0.0,0.0,0.0,0.0017357354337633522,0.0,0.0,0.0,0.0,0.0019493459592951012,0.0,0.0,0.0,0.0,0.008453537852895938,0.0,0.0,0.0,0.0,0.002315728367677631,0.0,0.0,0.0,0.0,0.0024791678343288955,0.0,0.0,0.0,0.0
2021-09-29 10:35:00,0.005634283231348528,0.0,0.0,0.0,0.0,0.002973600856343713,0.0,0.0,0.0,0.0,0.009132896056334517,0.0,0.0,0.0,0.0,0.006703378024988637,0.0,0.0,0.0,0.0,0.003206595108221677,0.0,0.0,0.0,0.0,0.006994139052357676,0.0,0.0,0.0,0.0,0.04854484437859886,0.0,0.0,0.0,0.0,0.16798577878914975,0.0,0.0,0.0,0.0,0.011086738624630025,0.0,0.0,0.0,0.0
2021-09-29 10:34:00,0.005540315117068435,0.0,0.0,0.0,0.0,0.007496800766216438,0.0,0.0,0.0,0.0,0.0025635373407335276,0.0,0.0,0.0,0.0,0.004492130455904923,0.0,0.0,0.0,0.0,0.008352863849712833,0.0,0.0,0.0,0.0,0.005339774616713081,0.0,0.0,0.0,0.0,0.010170331174165407,0.0,0.0,0.0,0.0,0.008400632638145566,0.0,0.0,0.0,0.0,0.015657337662491482,0.0,0.0,0.0,0.0
2021-09-29 10:33:00,0.0018339943370411522,0.0,0.0,0.0,0.0,0.0015156155422995235,0.0,0.0,0.0,0.0,0.0016704499442748025,0.0,0.0,0.0,0.0,0.0018962805813217186,0.0,0.0,0.0,0.0,0.0017252335315490086,0.0,0.0,0.0,0.0,0.002176566175823306,0.0,0.0,0.0,0.0,0.007537660669572214,0.0,0.0,0.0,0.0,0.009599493537063115,0.0,0.0,0.0,0.0,0.0029837628723617133,0.0,0.0,0.0,0.0
2021-09-29 10:32:00,0.0018856751200521178,0.0,0.0,0.0,0.0,0.0019642598303349244,0.0,0.0,0.0,0.0,0.0022109100791107986,0.0,0.0,0.0,0.0,0.0018926199347987448,0.0,0.0,0.0,0.0,0.002374882102577184,0.0,0.0,0.0,0.0,0.0018228261222991667,0.0,0.0,0.0,0.0,0.008048543993578506,0.0,0.0,0.0,0.0,0.002438309397337927,0.0,0.0,0.0,0.0,0.0056799968536819755,0.0,0.0,0.0,0.0
2021-09-29 10:31:00,0.02450109891705523,0.0,0.0,0.0,0.0,0.009880046868009154,0.0,0.0,0.0,0.0,0.0021885052183667616,0.0,0.0,0.0,0.0,0.02922724495757052,0.0,0.0,0.0,0.0,0.011155239216502365,0.0,0.0,0.0,0.0,0.03264863233731745,0.0,0.0,0.0,0.0,0.025026032278610916,0.0,0.0,0.0,0.0,0.7520019279188754,0.0,0.0,0.0,0.0,0.03217714676379396,0.0,0.0,0.0,0.0
2021-09-29 10:30:00,0.024629706599415612,0.0,0.0,0.0,0.0,0.03692044783627229,0.0,0.0,0.0,0.0,0.045694437278899616,0.0,0.0,0.0,0.0,0.01984642976144452,0.0,0.0,0.0,0.0,0.04485462987803051,0.0,0.0,0.0,0.0,0.021748063177428396,0.0,0.0,0.0,0.0,0.09290947036647926,0.0,0.0,0.0,0.0,0.9596761855739596,0.0,0.0,0.0,0.0,0.04584167795495719,0.0,0.0,0.0,0.0
2021-09-29 10:29:00,0.0019564926095550087,0.0,0.0,0.0,0.0,0.004492648236994985,0.0,0.0,0.0,0.0,0.00605647330338807,0.0,0.0,0.0,0.0,0.00289365091520087,0.0,0.0,0.0,0.0,0.0014679569022078454,0.0,0.0,0.0,0.0,0.0016698640115905049,0.0,0.0,0.0,0.0,0.6699211333842825,0.0,0.0,0.0,0.0,0.3317984759291126,0.0,0.0,0.0,0.0,0.010935207904209557,0.0,0.0,0.0,0.0
2021-09-29 10:28:00,0.00905949689270121,0.0,0.0,0.0,0.0,0.01322949725283422,0.0,0.0,0.0,0.0,0.015840156907870075,0.0,0.0,0.0,0.0,0.010165522782365126,0.0,0.0,0.0,0.0,0.0037648088966615017,0.0,0.0,0.0,0.0,0.01164650875569985,0.0,0.0,0.0,0.0,0.3329912646418431,0.0,0.0,0.0,0.0,0.01334459092669107,0.0,0.0,0.0,0.0,0.005194066722503621,0.0,0.0,0.0,0.0
2021-09-29 10:27:00,0.008747809466794366,0.0,0.0,0.0,0.0,0.0019595332021282276,0.0,0.0,0.0,0.0,0.0027678184338848647,0.0,0.0,0.0,0.0,0.0066660560252060465,0.0,0.0,0.0,0.0,0.012199503216963592,0.0,0.0,0.0,0.0,0.008126818459743864,0.0,0.0,0.0,0.0,0.01805331001189264,0.0,0.0,0.0,0.0,0.0015097627773125548,0.0,0.0,0.0,0.0,0.004923731846476898,0.0,0.0,0.0,0.0
2021-09-29 10:26:00,0.001612148656005748,0.0,0.0,0.0,0.0,0.004181258829449537,0.0,0.0,0.0,0.0,0.0016475663335981494,0.0,0.0,0.0,0.0,0.001684738284064243,0.0,0.0,0.0,0.0,0.0018014144100362728,0.0,0.0,0.0,0.0,0.0018868243444259746,0.0,0.0,0.0,0.0,0.007521774954539259,0.0,0.0,0.0,0.0,0.009593114015405035,0.0,0.0,0.0,0.0,0.0027509919495065796,0.0,0.0,0.0,0.0
2021-09-29 10:25:00,0.0016639192507942842,0.0,0.0,0.0,0.0,0.0015314820262185929,0.0,0.0,0.0,0.0,0.0018945903681365432,0.0,0.0,0.0,0.0,0.0017749055077094528,0.0,0.0,0.0,0.0,0.0018424359767469885,0.0,0.0,0.0,0.0,0.002082313397361209,0.0,0.0,0.0,0.0,0.007429992661122261,0.0,0.0,0.0,0.0,0.0022598735154441365,0.0,0.0,0.0,0.0,0.006861488576227377,0.0,0.0,0.0,0.0
2021-09-29 10:24:00,0.0015797471652376771,0.0,0.0,0.0,0.0,0.003624532082650944,0.0,0.0,0.0,0.0,0.0019621839148712184,0.0,0.0,0.0,0.0,0.0016558803160326837,0.0,0.0,0.0,0.0,0.0019649994839047243,0.0,0.0,0.0,0.0,0.0023417738281755382,0.0,0.0,0.0,0.0,0.029317421024037078,0.0,0.0,0.0,0.0,0.8914745962872104,0.0,0.0,0.0,0.0,0.01359778014535517,0.0,0.0,0.0,0.0
2021-09-29 10:23:00,0.007504654277202386,0.0,0.0,0.0,0.0,0.0103143052875789,0.0,0.0,0.0,0.0,0.011895286052585163,0.0,0.0,0.0,0.0,0.009086808747528133,0.0,0.0,0.0,0.0,0.00403201205331385,0.0,0.0,0.0,0.0,0.010153054278615533,0.0,0.0,0.0,0.0,0.46632074297764275,0.0,0.0,0.0,0.0,0.1375118672017654,0.0,0.0,0.0,0.0,0.011926392418061127,0.0,0.0,0.0,0.0
2021-09-29 10:22:00,0.007577204250790714,0.0,0.0,0.0,0.0,0.0021025253759717087,0.0,0.0,0.0,0.0,0.003228607677997767,0.0,0.0,0.0,0.0,0.006115578797608615,0.0,0.0,0.0,0.0,0.012669215701147606,0.0,0.0,0.0,0.0,0.006838106135392745,0.0,0.0,0.0,0.0,0.025080191441527924,0.0,0.0,0.0,0.0,0.006427446181189585,0.0,0.0,0.0,0.0,0.006502883817337709,0.0,0.0,0.0,0.0
2021-09-29 10:21:00,0.023889860105941334,0.0,0.0,0.0,0.0,0.010067042361292522,0.0,0.0,0.0,0.0,0.0022612347400842244,0.0,0.0,0.0,0.0,0.030207884705851028,0.0,0.0,0.0,0.0,0.011293872362077668,0.0,0.0,0.0,0.0,0.03204867257849363,0.0,0.0,0.0,0.0,0.007676439063322012,0.0,0.0,0.0,0.0,0.010411539918535103,0.0,0.0,0.0,0.0,0.0434407337592648,0.0,0.0,0.0,0.0
2021-09-29 10:20:00,0.02730759898247612,0.0,0.0,0.0,0.0,0.03654400545304715,0.0,0.0,0.0,0.0,0.04578529375601145,0.0,0.0,0.0,0.0,0.0201491744677431,0.0,0.0,0.0,0.0,0.046536465110614246,0.0,0.0,0.0,0.0,0.021517932412614963,0.0,0.0,0.0,0.0,0.06952048524748662,0.0,0.0,0.0,0.0,0.06686676805727056,0.0,0.0,0.0,0.0,0.06486034532268263,0.0,0.0,0.0,0.0
2021-09-29 10:19:00,0.009957863696179459,0.0,0.0,0.0,0.0,0.0035441739856215313,0.0,0.0,0.0,0.0,0.005953142662967537,0.0,0.0,0.0,0.0,0.003342963687653366,0.0,0.0,0.0,0.0,0.0034914790745148136,0.0,0.0,0.0,0.0,0.008688691257522408,0.0,0.0,0.0,0.0,0.22846797028020896,0.0,0.0,0.0,0.0,0.598943103070232,0.0,0.0,0.0,0.0,0.01387890821401143,0.0,0.0,0.0,0.0
2021-09-29 10:18:00,0.006752482877421547,0.0,0.0,0.0,0.0,0.009233359069965748,0.0,0.0,0.0,0.0,0.010710033905081198,0.0,0.0,0.0,0.0,0.007305399991217598,0.0,0.0,0.0,0.0,0.009597207405410776,0.0,0.0,0.0,0.0,0.006188839680647125,0.0,0.0,0.0,0.0,0.05337212941323225,0.0,0.0,0.0,0.0,0.02544147174667278,0.0,0.0,0.0,0.0,0.014841422109624365,0.0,0.0,0.0,0.0
2021-09-29 10:17:00,0.0015518612765390571,0.0,0.0,0.0,0.0,0.001390352193832219,0.0,0.0,0.0,0.0,0.002207527688629322,0.0,0.0,0.0,0.0,0.0047545058853112705,0.0,0.0,0.0,0.0,0.0016123942788155432,0.0,0.0,0.0,0.0,0.0015624200254578113,0.0,0.0,0.0,0.0,0.008632115068331813,0.0,0.0,0.0,0.0,0.010021688371933143,0.0,0.0,0.0,0.0,0.010206419891001062,0.0,0.0,0.0,0.0
2021-09-29 10:16:00,0.0018321318189118566,0.0,0.0,0.0,0.0,0.0015442895481783125,0.0,0.0,0.0,0.0,0.005063510289397754,0.0,0.0,0.0,0.0,0.0017206119634896784,0.0,0.0,0.0,0.0,0.0017470484393508439,0.0,0.0,0.0,0.0,0.0018441780655625924,0.0,0.0,0.0,0.0,0.007910169723633231,0.0,0.0,0.0,0.0,0.002134121806385991,0.0,0.0,0.0,0.0,0.003953178876382305,0.0,0.0,0.0,0.0
2021-09-29 10:15:00,0.005775286208599084,0.0,0.0,0.0,0.0,0.003394312234226504,0.0,0.0,0.0,0.0,0.010019330181153899,0.0,0.0,0.0,0.0,0.0069639217456241905,0.0,0.0,0.0,0.0,0.0034621318115403217,0.0,0.0,0.0,0.0,0.007265451269098359,0.0,0.0,0.0,0.0,0.04854790516200727,0.0,0.0,0.0,0.0,0.2190735242673893,0.0,0.0,0.0,0.0,0.010768699476551546,0.0,0.0,0.0,0.0
2021-09-29 10:14:00,0.0054926778454169305,0.0,0.0,0.0,0.0,0.0077559461441358245,0.0,0.0,0.0,0.0,0.00229939527487204,0.0,0.0,0.0,0.0,0.004693838932046882,0.0,0.0,0.0,0.0,0.00834643366022334,0.0,0.0,0.0,0.0,0.005159778295597069,0.0,0.0,0.0,0.0,0.00988524062289784,0.0,0.0,0.0,0.0,0.01050095823460732,0.0,0.0,0.0,0.0,0.01096303216775342,0.0,0.0,0.0,0.0
2021-09-29 10:13:00,0.0019482311856108935,0.0,0.0,0.0,0.0,0.0014656077977771057,0.0,0.0,0.0,0.0,0.0014914759777568064,0.0,0.0,0.0,0.0,0.002032355405425316,0.0,0.0,0.0,0.0,0.0016938028201143613,0.0,0.0,0.0,0.0,0.0021018612414839782,0.0,0.0,0.0,0.0,0.007702030482668694,0.0,0.0,0.0,0.0,0.010694739201370377,0.0,0.0,0.0,0.0,0.0030270992217804604,0.0,0.0,0.0,0.0
2021-09-29 10:12:00,0.013092281578428337,0.0,0.0,0.0,0.0,0.005918487409944835,0.0,0.0,0.0,0.0,0.0020714372294709923,0.0,0.0,0.0,0.0,0.0019470773470179855,0.0,0.0,0.0,0.0,0.006800074155984721,0.0,0.0,0.0,0.0,0.01767876726758241,0.0,0.0,0.0,0.0,0.008109739927428687,0.0,0.0,0.0,0.0,0.0029742029216852945,0.0,0.0,0.0,0.0,0.0051588317133347775,0.0,0.0,0.0,0.0
2021-09-29 10:11:00,0.034868626389378224,0.0,0.0,0.0,0.0,0.027203879754089635,0.0,0.0,0.0,0.0,0.023317263904142276,0.0,0.0,0.0,0.0,0.04498590149687468,0.0,0.0,0.0,0.0,0.03201299893254609,0.0,0.0,0.0,0.0,0.04355519539169421,0.0,0.0,0.0,0.0,0.02926508599474644,0.0,0.0,0.0,0.0,0.02441856898652759,0.0,0.0,0.0,0.0,0.15379859098327392,0.0,0.0,0.0,0.0
2021-09-29 10:10:00,0.02390482966266584,0.0,0.0,0.0,0.0,0.03746848402072705,0.0,0.0,0.0,0.0,0.04641384056135086,0.0,0.0,0.0,0.0,0.02802815176779537,0.0,0.0,0.0,0.0,0.042700617773263616,0.0,0.0,0.0,0.0,0.022267310522724414,0.0,0.0,0.0,0.0,0.06973120443267267,0.0,0.0,0.0,0.0,0.06691644300525112,0.0,0.0,0.0,0.0,0.23727999455665363,0.0,0.0,0.0,0.0
2021-09-29 10:09:00,0.0017523245505979427,0.0,0.0,0.0,0.0,0.001643322759014154,0.0,0.0,0.0,0.0,0.005591213521834486,0.0,0.0,0.0,0.0,0.0025896315940556747,0.0,0.0,0.0,0.0,0.0018571035122927051,0.0,0.0,0.0,0.0,0.0019445870602164443,0.0,0.0,0.0,0.0,0.00974497749888575,0.0,0.0,0.0,0.0,0.004936838935539356,0.0,0.0,0.0,0.0,0.034673014211188874,0.0,0.0,0.0,0.0
2021-09-29 10:08:00,0.0015914099297826094,0.0,0.0,0.0,0.0,0.0016330028483783584,0.0,0.0,0.0,0.0,0.0014448992332428171,0.0,0.0,0.0,0.0,0.0016535961715376855,0.0,0.0,0.0,0.0,0.0018241754378550466,0.0,0.0,0.0,0.0,0.0017054760723884971,0.0,0.0,0.0,0.0,0.006981421289854239,0.0,0.0,0.0,0.0,0.0014726227449810853,0.0,0.0,0.0,0.0,0.002461655143013826,0.0,0.0,0.0,0.0
2021-09-29 10:07:00,0.0013296705290599675,0.0,0.0,0.0,0.0,0.0012119679282008634,0.0,0.0,0.0,0.0,0.0013070730975909346,0.0,0.0,0.0,0.0,0.0014065312845408092,0.0,0.0,0.0,0.0,0.001381447253155462,0.0,0.0,0.0,0.0,0.0016096648246393859,0.0,0.0,0.0,0.0,0.007356541925020821,0.0,0.0,0.0,0.0,0.001498585839730282,0.0,0.0,0.0,0.0,0.0018913894547738508,0.0,0.0,0.0,0.0
2021-09-29 10:06:00,0.001355459980053316,0.0,0.0,0.0,0.0,0.0014034894426240877,0.0,0.0,0.0,0.0,0.0015826381812599284,0.0,0.0,0.0,0.0,0.0014742959388371446,0.0,0.0,0.0,0.0,0.0016701749985666462,0.0,0.0,0.0,0.0,0.0015139180831610587,0.0,0.0,0.0,0.0,0.007170287697817912,0.0,0.0,0.0,0.0,0.0014410774278864834,0.0,0.0,0.0,0.0,0.0020442085039443707,0.0,0.0,0.0,0.0
